aact_name,clean,nontherap_reason,n_trials
Placebo to Aliskiren,Placebo to Aliskiren,ext:placebo,4
dextrose,dextrose,ext:dextrose,4
Isotonic sodium chloride solution,Isotonic sodium chloride solution,canonical:Sodium Chloride,4
Vehicle Solution,Vehicle Solution,ext:vehicle,4
Placebo matching with Saxagliptin,Placebo matching with Saxagliptin,ext:placebo,4
68Ga-RM2,68Ga-RM2,radiotracer/imaging,4
[68Ga]CBP8,[68Ga]CBP8,radiotracer/imaging,4
18F-AV-133,18F-AV-133,radiotracer/imaging,4
68Ga-FAPi-46,68Ga-FAPi-46,radiotracer/imaging,4
TAK-951 Placebo,TAK-951 Placebo,ext:placebo,4
Hyperbaric oxygen therapy,Hyperbaric oxygen therapy,ext:oxygen,4
E/C/F/TDF Placebo,E/C/F/TDF Placebo,ext:placebo,4
Iron Sucrose Injection,Iron Sucrose Injection,ext:sucrose,4
18F-FLT,18F-FLT,radiotracer/imaging,4
Drug: Placebo,Drug: Placebo,ext:placebo,4
Placebo twice daily,Placebo twice daily,ext:placebo,4
3% Sodium Chloride,3% Sodium Chloride,canonical:Sodium Chloride,4
Topical Placebo,Topical Placebo,ext:placebo,4
Normal saline (placebo),Normal saline (placebo),ext:placebo,4
18F-DTBZ,18F-DTBZ,radiotracer/imaging,4
Obeldesivir Placebo,Obeldesivir Placebo,ext:placebo,4
Dextrose 5,Dextrose 5,ext:dextrose,4
Placebo for moxifloxacin,Placebo for moxifloxacin,ext:placebo,4
Intravenous normal saline injection,Intravenous normal saline injection,ext:saline,4
sodium chloride 0.9%,sodium chloride 0.9%,canonical:Sodium Chloride,4
IDP-126 Vehicle Gel,IDP-126 Vehicle Gel,ext:vehicle,4
Physiological saline solution,Physiological saline solution,ext:saline,4
Placebo (D5W),Placebo (D5W),ext:placebo,4
11C-Choline,11C-Choline,radiotracer/imaging,4
Placebo powder,Placebo powder,ext:placebo,4
Placebo (IV),Placebo (IV),ext:placebo,4
SHR-1918 placebo,SHR-1918 placebo,ext:placebo,4
medical air,medical air,ext:medical air,4
sterile water,sterile water,ext:sterile water,4
Placebo matching Dapagliflozin,Placebo matching Dapagliflozin,ext:placebo,4
Placebo Spray,Placebo Spray,ext:placebo,4
Inactive Placebo,Inactive Placebo,ext:placebo,4
Placebo tablet to match 75 mg linzagolix tablet,Placebo tablet to match 75 mg linzagolix tablet,ext:placebo,4
Placebo tablet to match 200 mg linzagolix tablet,Placebo tablet to match 200 mg linzagolix tablet,ext:placebo,4
Placebo capsule to match Add-back capsule,Placebo capsule to match Add-back capsule,ext:placebo,4
Antidepressant + Placebo,Antidepressant + Placebo,ext:placebo,4
Motexafin gadolinium,Motexafin gadolinium,ext:gadolinium,4
placebo injection,placebo injection,ext:placebo,4
"Comparator: ezetimibe, placebo","Comparator: ezetimibe, placebo",ext:placebo,4
Nitrogen gas,Nitrogen gas,ext:nitrogen,4
Placebo Peel,Placebo Peel,ext:placebo,4
Placebo (for teriflunomide),Placebo (for teriflunomide),ext:placebo,4
boronophenylalanine-fructose complex,boronophenylalanine-fructose complex,ext:fructose,4
Technetium Tc99m Sestamibi,Technetium Tc99m Sestamibi,radiotracer/imaging,4
68Ga-Dotatate,68Ga-Dotatate,radiotracer/imaging,4
Placebo inhalation capsules,Placebo inhalation capsules,ext:placebo,3
11C-PS13,11C-PS13,radiotracer/imaging,3
Placebo (saline solution),Placebo (saline solution),ext:placebo,3
Placebo caplet of DLBS2411,Placebo caplet of DLBS2411,ext:placebo,3
Nebulized Magnesium Sulfate,Nebulized Magnesium Sulfate,ext:magnesium sulfate,3
Rivaroxaban placebo,Rivaroxaban placebo,ext:placebo,3
177Lu-Dotatate,177Lu-Dotatate,radiotracer/imaging,3
70% isopropyl alcohol,70% isopropyl alcohol,ext:alcohol,3
Alcohol beverage,Alcohol beverage,ext:alcohol,3
Placebo Dose 1,Placebo Dose 1,ext:placebo,3
Control (placebo),Control (placebo),ext:placebo,3
68Ga-PSMA-HBED-CC,68Ga-PSMA-HBED-CC,radiotracer/imaging,3
Placebo Eye Drops,Placebo Eye Drops,ext:placebo,3
[18F]FTC-146,[18F]FTC-146,radiotracer/imaging,3
P-321 Ophthalmic Solution placebo,P-321 Ophthalmic Solution placebo,ext:placebo,3
placebo po,placebo po,ext:placebo,3
sodium chloride infusion,sodium chloride infusion,canonical:Sodium Chloride,3
Placebo to Glimepiride,Placebo to Glimepiride,ext:placebo,3
18F-rhPSMA-7.3,18F-rhPSMA-7.3,radiotracer/imaging,3
18F-PF-06445974,18F-PF-06445974,radiotracer/imaging,3
Placebo 50 mg,Placebo 50 mg,ext:placebo,3
Placebo 100 mg,Placebo 100 mg,ext:placebo,3
Placebo multiple doses,Placebo multiple doses,ext:placebo,3
Placebo B,Placebo B,ext:placebo,3
placebo drug,placebo drug,ext:placebo,3
Dextrose 5% (D5W),Dextrose 5% (D5W),ext:dextrose,3
BI 10773 Placebo,BI 10773 Placebo,ext:placebo,3
Placebo vaginal gel,Placebo vaginal gel,ext:placebo,3
Moxifloxacin-matching Placebo,Moxifloxacin-matching Placebo,ext:placebo,3
GSP 301 Placebo NS,GSP 301 Placebo NS,ext:placebo,3
Normal Saline Placebo,Normal Saline Placebo,ext:placebo,3
Isopropyl Alcohol,Isopropyl Alcohol,ext:alcohol,3
18F-FAPI,18F-FAPI,radiotracer/imaging,3
20% D-glucose (aq),20% D-glucose (aq),ext:glucose,3
Normal saline instillation,Normal saline instillation,ext:saline,3
Placebo IV Infusion,Placebo IV Infusion,ext:placebo,3
Placebo (for gefapixant),Placebo (for gefapixant),ext:placebo,3
Placebo to Salmeterol,Placebo to Salmeterol,ext:placebo,3
Placebo gum,Placebo gum,ext:placebo,3
linagliptin placebo,linagliptin placebo,ext:placebo,3
iodinated contrast dye,iodinated contrast dye,ext:contrast,3
Placebo vaginal ring,Placebo vaginal ring,ext:placebo,3
Placebo to Methotrexate,Placebo to Methotrexate,ext:placebo,3
Placebo First,Placebo First,ext:placebo,3
Placebo (PB),Placebo (PB),ext:placebo,3
[18F]FAPI-74 PET/CT,[18F]FAPI-74 PET/CT,radiotracer/imaging,3
Cannabis placebo,Cannabis placebo,ext:placebo,3
Sterile normal saline (0.9%),Sterile normal saline (0.9%),ext:saline,3
Placebo (GA-0034),Placebo (GA-0034),ext:placebo,3
Placebo (NNC0174-0833),Placebo (NNC0174-0833),ext:placebo,3
Placebo saline solution,Placebo saline solution,ext:placebo,3
Placebo (Part B),Placebo (Part B),ext:placebo,3
Double-Blind Placebo,Double-Blind Placebo,ext:placebo,3
[177Lu]Lu-PSMA-617,[177Lu]Lu-PSMA-617,radiotracer/imaging,3
HDM1005 injection or placebo,HDM1005 injection or placebo,ext:placebo,3
Placebo Gefitinib 250 mg,Placebo Gefitinib 250 mg,ext:placebo,3
Matching placebo to sitagliptin,Matching placebo to sitagliptin,ext:placebo,3
11C-PiB,11C-PiB,radiotracer/imaging,3
Placebo (Part 1),Placebo (Part 1),ext:placebo,3
Carbon Dioxide,Carbon Dioxide,ext:carbon dioxide,3
Placebo matched to CagriSema (Cagrilintide B and Semaglutide I),Placebo matched to CagriSema (Cagrilintide B and Semaglutide I),ext:placebo,3
dapsone gel vehicle,dapsone gel vehicle,ext:vehicle,3
Palmitoylethanolamide,Palmitoylethanolamide,ext:ethanol,3
Placebo (P),Placebo (P),ext:placebo,3
Placebo to Grazoprevir,Placebo to Grazoprevir,ext:placebo,3
[11C]-CS1P1,[11C]-CS1P1,radiotracer/imaging,3
Placebo (IM),Placebo (IM),ext:placebo,3
febuxostat tablets + placebo of HR091506 tablets,febuxostat tablets + placebo of HR091506 tablets,ext:placebo,3
HR091506 tablets + placebo of febuxostat tablets,HR091506 tablets + placebo of febuxostat tablets,ext:placebo,3
5% glucose injection,5% glucose injection,ext:glucose,3
0.9% Normal saline,0.9% Normal saline,ext:saline,3
Dextrose in Water,Dextrose in Water,ext:dextrose,3
Placebo matching with BMS-823778,Placebo matching with BMS-823778,ext:placebo,3
placebo administration,placebo administration,ext:placebo,3
Transdermal Placebo Patch,Transdermal Placebo Patch,ext:placebo,3
Mannitol (20%),Mannitol (20%),ext:mannitol,3
Placebo for Saxagliptin,Placebo for Saxagliptin,ext:placebo,3
Placebo for ABBV-382,Placebo for ABBV-382,ext:placebo,3
68Ga-DOTATOC,68Ga-DOTATOC,radiotracer/imaging,3
CTP-543 matching placebo,CTP-543 matching placebo,ext:placebo,3
Placebo to QVA149,Placebo to QVA149,ext:placebo,3
ZGN-440 sterile diluent,ZGN-440 sterile diluent,ext:diluent,3
AR-15512 vehicle ophthalmic solution,AR-15512 vehicle ophthalmic solution,ext:vehicle,3
E/C/F/TAF Placebo,E/C/F/TAF Placebo,ext:placebo,3
Placebo + ADT,Placebo + ADT,ext:placebo,3
Placebo to Metformin,Placebo to Metformin,ext:placebo,3
placebo to dexamethasone,placebo to dexamethasone,ext:placebo,3
Sublingual Placebo,Sublingual Placebo,ext:placebo,3
Lutetium[177Lu] Oxodotreotide Injection,Lutetium[177Lu] Oxodotreotide Injection,radiotracer/imaging,3
Heparinized saline,Heparinized saline,ext:saline,3
DWP16001 Placebo,DWP16001 Placebo,ext:placebo,3
Group 1: Placebo,Group 1: Placebo,ext:placebo,3
SHEN26 placebo,SHEN26 placebo,ext:placebo,3
Placebo to match Tolebrutinib,Placebo to match Tolebrutinib,ext:placebo,3
89Zr-bevacizumab,89Zr-bevacizumab,radiotracer/imaging,3
[18F]Florbetapir,[18F]Florbetapir,radiotracer/imaging,3
[18F]MNI-958,[18F]MNI-958,radiotracer/imaging,3
Sodium Bicarbonate (NaHCO3),Sodium Bicarbonate (NaHCO3),ext:sodium bicarbonate,3
[18F]FDG,[18F]FDG,radiotracer/imaging,3
[18F]F-RESCA-RT4,[18F]F-RESCA-RT4,radiotracer/imaging,3
[18F]F-RESCA-T4,[18F]F-RESCA-T4,radiotracer/imaging,3
[68Ga]Ga-NOTA-T4,[68Ga]Ga-NOTA-T4,radiotracer/imaging,3
Placebo Lotion,Placebo Lotion,ext:placebo,3
Placebo for adalimumab,Placebo for adalimumab,ext:placebo,3
Placebo to DOR/ISL,Placebo to DOR/ISL,ext:placebo,3
18F-DCFBC,18F-DCFBC,radiotracer/imaging,3
Inhaled mannitol,Inhaled mannitol,ext:mannitol,3
Single dose placebo,Single dose placebo,ext:placebo,3
Lanraplenib placebo,Lanraplenib placebo,ext:placebo,3
ethanol,ethanol,ext:ethanol,3
Modafinil Placebo,Modafinil Placebo,ext:placebo,3
TP-03 Vehicle,TP-03 Vehicle,ext:vehicle,3
Placebo + Cognitive Behavioral Therapy,Placebo + Cognitive Behavioral Therapy,ext:placebo,3
Sterile Water for Injection,Sterile Water for Injection,ext:water for injection,3
0.9 % sodium chloride,0.9 % sodium chloride,canonical:Sodium Chloride,3
HS-10383 Placebo,HS-10383 Placebo,ext:placebo,3
Placebo (PBO),Placebo (PBO),ext:placebo,3
11C-PIB,11C-PIB,radiotracer/imaging,3
placebo-corifollitropin alfa,placebo-corifollitropin alfa,ext:placebo,3
ISIS 301012 or Placebo,ISIS 301012 or Placebo,ext:placebo,3
Placebo intranasal spray,Placebo intranasal spray,ext:placebo,3
131I-MIBG,131I-MIBG,radiotracer/imaging,3
Placebo (Part 1 - SAD),Placebo (Part 1 - SAD),ext:placebo,3
Placebo (Part 2 - MAD),Placebo (Part 2 - MAD),ext:placebo,3
Placebo (matched to IVA),Placebo (matched to IVA),ext:placebo,3
MRI contrast-enhancing agents,MRI contrast-enhancing agents,ext:contrast,3
Placebo (low dose),Placebo (low dose),ext:placebo,3
Vancomycin Placebo,Vancomycin Placebo,ext:placebo,3
Placebo (NNC0487-0111),Placebo (NNC0487-0111),ext:placebo,3
Lactated Ringer's,Lactated Ringer's,ext:ringer,3
Placebo matching mepolizumab,Placebo matching mepolizumab,ext:placebo,3
Pill Placebo,Pill Placebo,ext:placebo,3
Omeprazole/sodium bicarbonate,Omeprazole/sodium bicarbonate,ext:sodium bicarbonate,3
64Cu-SARTATE,64Cu-SARTATE,radiotracer/imaging,3
Placebo to match AZD8529,Placebo to match AZD8529,ext:placebo,3
Physiological saline,Physiological saline,ext:saline,3
sterile normal saline (0.9% NaCl),sterile normal saline (0.9% NaCl),ext:saline,3
18F-Florbetaben,18F-Florbetaben,radiotracer/imaging,3
Placebo-matching Ubrogepant,Placebo-matching Ubrogepant,ext:placebo,3
Placebo for Aliskiren,Placebo for Aliskiren,ext:placebo,3
Placebo for pembrolizumab,Placebo for pembrolizumab,ext:placebo,3
Glucose-dependent Insulinotropic Polypeptide (GIP),Glucose-dependent Insulinotropic Polypeptide (GIP),ext:glucose,3
5% Glucose Injection,5% Glucose Injection,ext:glucose,3
Ointment vehicle,Ointment vehicle,ext:vehicle,3
Placebo cannabis,Placebo cannabis,ext:placebo,3
Placebo of CDP870,Placebo of CDP870,ext:placebo,3
ADX10059 Matching Placebo,ADX10059 Matching Placebo,ext:placebo,3
Intravenous normal saline,Intravenous normal saline,ext:saline,3
Saline control,Saline control,ext:saline,3
11C-PBR28,11C-PBR28,radiotracer/imaging,3
Physiological saline solution (as placebo),Physiological saline solution (as placebo),ext:placebo,3
normal saline (placebo),normal saline (placebo),ext:placebo,3
placebo of cilostazol,placebo of cilostazol,ext:placebo,3
Magnesium Sulfate and Bupivacaine 0.125%,Magnesium Sulfate and Bupivacaine 0.125%,ext:magnesium sulfate,3
Linaclotide 145 micrograms,Linaclotide 145 micrograms,ext:nacl,3
Placebo for Ezetimibe,Placebo for Ezetimibe,ext:placebo,3
Placebo eye drops,Placebo eye drops,ext:placebo,3
Bacteriostatic saline,Bacteriostatic saline,ext:saline,3
normal saline solution,normal saline solution,ext:saline,3
[18F]THK-5351,[18F]THK-5351,radiotracer/imaging,3
Placebo inhaler,Placebo inhaler,ext:placebo,3
Matching placebo nasal spray,Matching placebo nasal spray,ext:placebo,3
Vedolizumab Placebo,Vedolizumab Placebo,ext:placebo,3
Placebo for ritonavir,Placebo for ritonavir,ext:placebo,3
Placebo for Elagolix,Placebo for Elagolix,ext:placebo,3
placebo control group,placebo control group,ext:placebo,3
11C-MC1,11C-MC1,radiotracer/imaging,3
SABER-Placebo,SABER-Placebo,ext:placebo,3
Placebo of Enalapril,Placebo of Enalapril,ext:placebo,3
Placebo plus Docetaxel,Placebo plus Docetaxel,ext:placebo,3
IV Saline,IV Saline,ext:saline,3
Saline infusion (placebo),Saline infusion (placebo),ext:placebo,3
Placebo Respimat,Placebo Respimat,ext:placebo,3
Placebo Mouthwash,Placebo Mouthwash,ext:placebo,3
Placebo foam,Placebo foam,ext:placebo,3
"Normal Saline Flush, 0.9% Injectable Solution_#1","Normal Saline Flush, 0.9% Injectable Solution_#1",ext:saline,3
Placebo Inhaler,Placebo Inhaler,ext:placebo,3
Placebo of DA-302168S,Placebo of DA-302168S,ext:placebo,3
Magnesium sulfate administration,Magnesium sulfate administration,ext:magnesium sulfate,3
AZR-MD-001 Vehicle,AZR-MD-001 Vehicle,ext:vehicle,3
[11C]AZ14132516,[11C]AZ14132516,radiotracer/imaging,3
Transdermal placebo patch,Transdermal placebo patch,ext:placebo,3
Control group (placebo),Control group (placebo),ext:placebo,3
Placebo (for sarilumab),Placebo (for sarilumab),ext:placebo,3
[18F]APN-1607,[18F]APN-1607,radiotracer/imaging,3
[18F](+/-)NOS,[18F](+/-)NOS,radiotracer/imaging,3
Daily placebo,Daily placebo,ext:placebo,3
Atezolizumab Placebo,Atezolizumab Placebo,ext:placebo,3
placebos,placebos,ext:placebo,3
HRS9531 injection Placebo,HRS9531 injection Placebo,ext:placebo,3
Saline Infusion,Saline Infusion,ext:saline,3
ICP-332 Placebo Tablets,ICP-332 Placebo Tablets,ext:placebo,3
Control: Placebo,Control: Placebo,ext:placebo,3
Maltodextrin (Placebo),Maltodextrin (Placebo),ext:placebo,3
Placebo sugar pill,Placebo sugar pill,ext:placebo,3
Travoprost Vehicle,Travoprost Vehicle,ext:vehicle,3
Doripenem placebo,Doripenem placebo,ext:placebo,3
DTG Placebo,DTG Placebo,ext:placebo,3
Normal Saline (placebo),Normal Saline (placebo),ext:placebo,3
3% hypertonic saline,3% hypertonic saline,ext:saline,3
Placebo IV infusion,Placebo IV infusion,ext:placebo,3
Placebo to Oseltamivir,Placebo to Oseltamivir,ext:placebo,3
Control (Normal saline),Control (Normal saline),ext:saline,3
Placebo (for Dronedarone),Placebo (for Dronedarone),ext:placebo,3
Lactated ringers solution,Lactated ringers solution,ext:ringer,3
Placebo-Saline,Placebo-Saline,ext:placebo,3
Placebo (oral),Placebo (oral),ext:placebo,3
Dextrose 50,Dextrose 50,ext:dextrose,3
Placebo Suspension,Placebo Suspension,ext:placebo,3
IDP-122 Vehicle Lotion,IDP-122 Vehicle Lotion,ext:vehicle,3
Placebo multiple dose,Placebo multiple dose,ext:placebo,3
PLacebo,PLacebo,ext:placebo,3
placebo (unspecified),placebo (unspecified),ext:placebo,3
Sitagliptin Placebo,Sitagliptin Placebo,ext:placebo,3
68Ga-FAPI/18F-FDG,68Ga-FAPI/18F-FDG,radiotracer/imaging,3
Oxygen (placebo),Oxygen (placebo),ext:placebo,3
Placebo ethanol,Placebo ethanol,ext:placebo,3
QAX576 placebo,QAX576 placebo,ext:placebo,3
Placebo (Normal saline),Placebo (Normal saline),ext:placebo,3
Physiologic saline solution,Physiologic saline solution,ext:saline,3
hrIL-2 placebo,hrIL-2 placebo,ext:placebo,3
Placebo once daily,Placebo once daily,ext:placebo,3
Placebo-HFA,Placebo-HFA,ext:placebo,3
Placebo for elsubrutinib,Placebo for elsubrutinib,ext:placebo,3
SHR-1905 Placebo Injection,SHR-1905 Placebo Injection,ext:placebo,3
SRP plus placebo gel,SRP plus placebo gel,ext:placebo,3
Placebo to Zoledronic Acid,Placebo to Zoledronic Acid,ext:placebo,3
Placebo for TransCon CNP,Placebo for TransCon CNP,ext:placebo,3
Dextrose 10%,Dextrose 10%,ext:dextrose,3
Placebo to canakinumab,Placebo to canakinumab,ext:placebo,3
Placebo matching with Dapagliflozin,Placebo matching with Dapagliflozin,ext:placebo,3
TAK-875 Placebo,TAK-875 Placebo,ext:placebo,3
Placebo of Olmesartan,Placebo of Olmesartan,ext:placebo,3
Vehicle of the test product,Vehicle of the test product,ext:vehicle,3
[68Ga]Ga DOTA-5G and [177Lu]Lu DOTA-ABM-5G.,[68Ga]Ga DOTA-5G and [177Lu]Lu DOTA-ABM-5G.,radiotracer/imaging,3
TDF placebo,TDF placebo,ext:placebo,3
Fluorine F 18 Fluorodopa,Fluorine F 18 Fluorodopa,radiotracer/imaging,3
Ringer's Solution,Ringer's Solution,ext:ringer,3
macrogol3350 NA sulphate NACL KCL ascorbic acid NA ascorbate,macrogol3350 NA sulphate NACL KCL ascorbic acid NA ascorbate,ext:nacl,3
"Placebo (Sodium Chloride Injection, 0.9%)","Placebo (Sodium Chloride Injection, 0.9%)",canonical:Sodium Chloride,3
Matching Placebo Tablets,Matching Placebo Tablets,ext:placebo,3
Vehicle ophthalmic solution,Vehicle ophthalmic solution,ext:vehicle,3
Placebo 100mg,Placebo 100mg,ext:placebo,3
Placebo (Normal saline solution),Placebo (Normal saline solution),ext:placebo,3
68Ga-DOTATOC PET/CT,68Ga-DOTATOC PET/CT,radiotracer/imaging,3
Febuxostat placebo,Febuxostat placebo,ext:placebo,3
Placebo Olanzapine,Placebo Olanzapine,ext:placebo,3
177Lu-DOTA0-Tyr3-Octreotate,177Lu-DOTA0-Tyr3-Octreotate,radiotracer/imaging,3
Placebo to FTC/TDF,Placebo to FTC/TDF,ext:placebo,3
18F-FMISO,18F-FMISO,radiotracer/imaging,3
Vedolizumab placebo,Vedolizumab placebo,ext:placebo,3
Matching placebo tablets,Matching placebo tablets,ext:placebo,3
Saline Nasal,Saline Nasal,ext:saline,3
placebo granules,placebo granules,ext:placebo,3
131I-TM601,131I-TM601,radiotracer/imaging,3
NMDAE plus Placebo Cap,NMDAE plus Placebo Cap,ext:placebo,3
saline control,saline control,ext:saline,3
"Cold crystalloid infusions, 0.9%NaCl or Ringer's solution","Cold crystalloid infusions, 0.9%NaCl or Ringer's solution",ext:nacl,3
177Lu-DOTA-EB-TATE,177Lu-DOTA-EB-TATE,radiotracer/imaging,3
BKM120 matching placebo,BKM120 matching placebo,ext:placebo,3
Placebo IM,Placebo IM,ext:placebo,3
Placebo ODT,Placebo ODT,ext:placebo,3
Saline injection (Octreotide LAR placebo),Saline injection (Octreotide LAR placebo),ext:placebo,3
matching placebo of emodepside,matching placebo of emodepside,ext:placebo,3
[18F]PSMA-1007,[18F]PSMA-1007,radiotracer/imaging,3
Active Ethanol,Active Ethanol,ext:ethanol,3
Placebo TID,Placebo TID,ext:placebo,3
Placebo of THDBH120 injection,Placebo of THDBH120 injection,ext:placebo,3
Placebo to Elbasvir,Placebo to Elbasvir,ext:placebo,3
Placebo of MCI-186,Placebo of MCI-186,ext:placebo,3
placebo (artificial tears),placebo (artificial tears),ext:placebo,3
[18F]NAV4694,[18F]NAV4694,radiotracer/imaging,3
Pioglitazone placebo,Pioglitazone placebo,ext:placebo,3
18F-Fluciclovine,18F-Fluciclovine,radiotracer/imaging,3
Semaglutide placebo,Semaglutide placebo,ext:placebo,3
131I-rituximab,131I-rituximab,radiotracer/imaging,3
Placebo 250 mg,Placebo 250 mg,ext:placebo,3
89Zr-Girentuximab,89Zr-Girentuximab,radiotracer/imaging,3
Placebo (0.9% sodium chloride),Placebo (0.9% sodium chloride),canonical:Sodium Chloride,3
prolotherapy solution of 20% dextrose,prolotherapy solution of 20% dextrose,ext:dextrose,3
Dummy Placebo,Dummy Placebo,ext:placebo,3
Iodinated Contrast Media (ICM),Iodinated Contrast Media (ICM),ext:contrast,3
0.9 % Normal Saline,0.9 % Normal Saline,ext:saline,3
Placebo inhalation powder,Placebo inhalation powder,ext:placebo,3
Placebo Alendronate,Placebo Alendronate,ext:placebo,3
Hypertonic saline solution,Hypertonic saline solution,ext:saline,3
[177Lu]Lu-DOTA-TATE,[177Lu]Lu-DOTA-TATE,radiotracer/imaging,3
[68Ga]Ga-DOTA-TATE,[68Ga]Ga-DOTA-TATE,radiotracer/imaging,3
Placebo Part A,Placebo Part A,ext:placebo,3
Placebo (for Alirocumab),Placebo (for Alirocumab),ext:placebo,3
Diluent,Diluent,ext:diluent,3
123I-mIBG (meta-iodobenzylguanidine),123I-mIBG (meta-iodobenzylguanidine),radiotracer/imaging,3
florbetapir (18F),florbetapir (18F),radiotracer/imaging,3
Placebo to match momelotinib,Placebo to match momelotinib,ext:placebo,3
Normal saline and placebo capsule,Normal saline and placebo capsule,ext:placebo,3
99mTc-3PRGD2,99mTc-3PRGD2,radiotracer/imaging,3
177Lu-PNT2002,177Lu-PNT2002,radiotracer/imaging,3
Technetium99,Technetium99,radiotracer/imaging,3
Placebo drops,Placebo drops,ext:placebo,3
Glucose solution,Glucose solution,ext:glucose,3
